cylinders,displacement,horsepower,weight,acceleration,model_year,mpg
3,250.8829251665059,203.45160029385843,2584.877086834601,14.4473551496939,1981,72.99247126328491
6,190.02973699697736,205.32425855419726,3374.0850891491805,14.676011439270559,1970,65.19289866034647
4,491.36932050738596,61.6350098912435,4984.537927344136,15.777733783416553,1977,64.76942053873539
5,414.84062150957607,201.9444280967244,3054.222429704827,17.14596581489358,2010,67.74845535988402
8,206.7472737172361,143.6090393372536,3429.4503924491446,19.27142654797196,1996,71.91885356169948
4,435.97721443696776,236.86063133013977,3258.8482180879323,17.6267008816403,1990,67.8672719502196
4,398.7514184181662,252.02641613631823,4311.151553476113,19.214590381568257,2014,70.86666333801207
6,204.77383094875933,188.03845488675915,2433.9387891175124,17.84731709782683,2023,75.14738801852177
4,259.15219878148866,50.42625787556627,2096.5330564997894,8.557208727375997,2002,70.45495344994791
4,158.1004470642312,209.09145254166052,4139.326053927017,9.410415446443304,2007,66.85264774754584
4,126.64202663880593,237.2203199164836,2954.66365229029,18.61871510775601,2002,76.75123701486316
4,383.56005379267265,112.24581655787856,4698.041031418405,8.332357388543084,2015,61.37793002165637
8,192.35498008862396,166.1615002851972,3754.557500276892,17.530095785839166,2006,68.02051442527093
6,424.4249336134265,291.4316558529471,3475.200890991099,18.198124782842147,2014,65.69104362911453
6,498.15565883605893,124.52888834852587,1746.59969189057,12.985574744989428,1974,64.33319303649101
6,112.18032185045244,105.78831276043519,4056.441667982293,12.258257033878637,1984,66.26820824546655
6,278.6747525351541,102.71369761950254,3901.141279295354,10.332850629416596,1999,64.17355681456857
4,416.8662749105373,189.70020858849907,3740.251735705042,8.587026459948355,1972,62.718955558028476
6,411.35937654731805,287.44677532700166,2437.683332497417,16.944595475731923,1997,67.76107036726742
5,399.19880649900676,202.17253230008868,4813.587625860556,8.884725013368639,1999,61.17450031855926
6,226.5778728268026,125.83078005941499,2625.79294461487,19.33603553610705,2005,69.56076711211603
6,270.61836738772195,209.64244451686352,2032.80834863877,11.560921553300743,1972,68.28098970409367
4,329.8867100834175,206.21057439944684,4955.204042272548,17.53093181113078,2021,69.40944120935477
4,489.05504510076804,199.23128393241356,4111.861976933188,8.716191812441728,2013,60.99508991604297
4,217.56985379416702,89.8565517220755,2951.7540881416344,14.435344215822465,2000,70.73488259719113
4,467.72043284108025,208.64169983624853,4775.707508110474,12.189194445086589,1983,58.843321821917826
6,193.12990563580752,157.54111312862491,1818.9108102816904,8.360013262137642,1975,68.55687065650542
6,495.41127549895594,54.648014655758345,1806.8142574929523,15.86959225291006,1988,64.5996381790061
3,361.51074846758854,184.9411217868738,3888.578565200049,19.317952650901937,1974,70.83579172033149
5,274.6748217505914,297.31668630460445,2122.9021693259524,8.12903320643679,2024,64.474177234101
4,337.6239797867141,137.43489771099587,4709.988303176495,11.245243114162886,2018,66.00139609016485
4,194.46309099688688,291.38980457966454,4441.257110046048,16.44326891237078,2020,60.83986995912247
4,195.15302015481598,74.05143541564864,2572.2852843541523,18.45504468849956,2023,72.99240870097017
4,127.69290841426741,233.11252896682657,4610.938537942796,10.289350082000936,1995,63.858600981302196
8,127.90112503626747,78.58249866570884,1650.1069045256493,8.848601414465225,2019,67.48915600368231
4,226.02213141694276,118.39289338881855,3420.2324845812286,8.10369680404485,2024,70.05408860170482
5,400.3993007164761,192.7102088305311,4774.469707980916,10.582477059874211,2013,62.093402178139804
6,335.34789039122825,198.19492349418724,4493.840426274944,8.85580750465097,1987,63.363001040132005
4,123.08551533902875,243.8028293085428,2746.2566333034824,12.312585069231176,2006,71.01735298108291
8,437.9393404898826,203.82785180685983,2140.046523321222,13.281509299446162,2014,61.94286123768995
8,332.5744033358279,198.40367609514018,2236.892059413106,13.759085670586474,2005,66.9931406533496
4,483.5593422496075,278.0882717472846,3300.7775732744185,9.707951722935292,2000,60.37129372463683
4,361.4778963127072,163.0401880522893,3588.705303427659,13.567856585919074,1987,65.1503101431951
4,153.57344275575602,106.31644467376375,1614.8501081827276,8.108619701070356,2021,72.97189501591153
4,278.9890121692854,90.44714625590757,2947.430457322108,10.873053057464547,1978,71.47575792700447
3,352.36899096982575,149.99864920237496,4406.354904753665,12.429032591711838,1995,68.2496709786035
6,91.87117444099063,228.18818879842394,3055.15132582529,9.420218911322799,1971,66.6587653545185
5,86.26231094501932,60.635871232475225,2092.1138683229365,17.76805516780781,2001,80.58259580348162
4,134.3492602513985,82.26334662735152,4842.011025566839,10.41454870769785,2011,70.57350600457282
4,185.69906271909772,76.52836502590986,2431.9643897426336,17.058676539755215,2014,73.27884150323554
8,260.4106318786837,196.3125382628647,4294.498929719211,13.68671647346993,1975,61.50749553686384
4,284.7249989791111,110.71616263281658,2178.279582186272,13.756917117741972,1989,74.36867340040233
4,137.97159575391666,91.56485707534912,2981.104552275565,15.74233203326752,1977,69.6178565934551
4,362.82446322864894,198.19267993575556,3216.4788892118413,8.531332539595985,2014,64.93904336225836
8,330.37798591254466,240.32747886309483,3252.223535818856,8.945112080001714,1973,55.77063156684344
4,203.6749215132873,133.03872911316608,3307.658538352467,11.922121877270168,1994,69.44831693548853
6,85.73715104282265,194.55115141914905,2287.316392414165,13.001870006020667,2000,72.27715635201724
6,112.6121244483821,74.53110329986505,3305.704326862923,13.159289566337836,1988,72.3350457259857
4,244.51180571455257,283.7977576143925,3185.9946385721396,16.122645569905615,1976,66.61452659561736
6,144.66922748958723,134.2240463286932,2230.5182399419214,8.008460142033826,2016,70.05755358582921
4,238.26423458214774,299.3764232933753,4958.670458262988,19.509261104956263,2006,63.75940523480011
6,343.83669389434914,294.6469389624455,4529.471874752926,10.093848931723338,1999,55.09648225590239
6,309.83971970929906,244.70586233395287,4606.51722857869,10.983580115662841,1996,62.49753667721572
5,177.09387091770557,55.01677385174168,3899.498676340132,18.86752621430196,1986,65.90498689539021
4,224.40544632867602,185.86873009609081,2059.639607421148,8.065896810434626,2001,67.11748901222296
6,337.89310334843327,71.70910511000287,3488.322223649121,19.895672978707445,1988,70.72009166964824
4,441.55911177824845,273.78450649037904,4375.0387106958515,8.43148802752524,1994,59.5828404330565
4,396.34964427032844,247.40906316185072,1635.5777104103188,9.446546233922716,1998,60.313349208012816
3,312.4280112700343,293.08509414892075,3235.450861506669,10.881280550586657,1994,66.22002290579965
5,232.1630592929242,202.09573828744885,2886.4300799822136,13.264659681354889,2022,67.28981767448673
6,233.3215365675583,180.5432011210845,2242.4365538075626,14.221418404587107,2001,69.05526727593914
3,449.35527031104635,179.7434639860969,2823.875013178612,9.256621654023977,2006,64.66213839436682
5,96.48230193702949,146.61209361358624,4942.241288043085,8.884086783452346,1980,62.782157647389795
4,494.9527106565096,167.17251680728526,4031.3516422662215,8.382308436869216,1973,56.417719743485044
6,359.03767255765615,208.8531457838376,2548.379780052295,11.081008408090437,2015,64.22273559319598
4,366.077833610404,283.23690188906926,3618.7426801829033,19.05839568314291,2000,69.53193300907365
6,95.9590916679917,198.97108456400775,2363.2968409998794,12.678110226654837,2005,68.87104060810242
4,334.3222954543343,264.2789855793418,3637.9536815849588,17.168088705134593,1973,64.83093252302046
8,283.60678523798776,265.6949778256252,4636.583413197261,10.282258334467409,1971,54.768260091144484
4,124.42714089550813,179.7081689620648,3449.0687997989335,8.77615070871925,2008,65.74694638886182
4,196.72724452313082,136.86741037440538,4066.6899140843893,14.651357461803954,2020,68.5218150793607
4,453.9320716097335,209.89346833302025,3086.6864955070387,17.865108804446024,2002,68.1128252191074
8,310.99513466370024,161.4693354787107,3334.4337118239882,18.78151899996254,2013,71.46295933534326
6,253.63496157304166,70.36021683048322,3932.762775642075,14.554455242421211,1996,69.53760380103672
4,110.5265054531406,144.4522751081084,4343.417517679891,11.528387408372371,1995,69.58917576044614
6,379.93104150896835,298.51803451233127,3808.0798528390737,9.31414094284713,1988,62.316192436906334
6,375.1973458263337,62.1279675065718,4921.2219786153255,16.01387425086356,2013,66.66407471067606
5,337.8983149284767,224.16672797523168,4369.37905729399,11.365241805417023,2010,64.91518514614582
5,294.31031141267266,260.2971762678118,4220.060716127563,18.12754909337837,2008,66.67491700121126
4,262.1894489270965,212.18147586884467,4457.855526433589,15.261453421439455,2002,67.63416014592492
4,329.1738590549568,192.4370577908225,2484.238273985222,18.30654276025671,2007,68.62828119104172
6,178.02608972593083,226.8886042446894,3012.165038819332,14.799836120061816,1979,65.89991700876206
8,475.32880695461205,157.33568432491393,3475.620214381068,17.26090835245332,1970,59.87384462482015
6,327.2937022556964,72.84043432721919,3118.3521145493996,11.531661810933183,2019,66.3066535267431
4,210.70082662883814,290.59293857584544,4466.102363784279,14.036705484590978,2004,64.05967787051583
4,268.8655373717661,158.07519249604903,1594.7398118773121,8.232876474834919,1980,71.11344065538574
6,418.3876113282948,216.34730929200438,2232.113960314873,15.293980919882667,1983,64.23934192079719
6,147.87874550672493,182.82760922232382,4585.972893506492,14.404872170725438,1975,64.33403372598988
6,202.99096143330937,63.66826799438864,1706.8504818693852,17.06338786916244,2012,79.0706136756968
6,365.3933695493533,288.1866502481346,2294.459062630793,16.747471585832788,2008,67.74999189493225
6,212.50546672253404,248.13430652858082,2729.3761563177018,15.531404022018894,2009,67.96847816346227
4,412.8507063818157,87.27447361734873,4127.591962840918,8.680224963450408,1994,65.98897575969909
4,134.79046461449155,295.4122190720667,3460.632436583969,18.836116487132927,1992,68.72059509787125
6,400.3281915909356,234.225343042927,4841.116459731158,8.216230290887562,2023,57.805358233777056
6,108.70772023723782,168.08041260707722,2297.562552755407,17.639211925070732,1974,70.46844464996273
3,85.28889732034781,202.8425141398933,4552.421417460553,13.752156215209638,1995,69.99464592598565
4,457.2538779095081,76.68417050364938,2490.1972141223705,17.815922754675558,1987,71.51654198498235
6,324.1624711115654,190.10287750390273,2359.2439069429606,13.580838484552302,2001,64.83085691506703
3,227.76729677646082,68.41526800426485,3244.3131933477275,15.763253660861768,2016,75.27102554058776
4,177.68974752481716,186.2138142798255,1749.215768397728,12.359186069383956,1990,72.55028999288893
5,339.09202896954275,188.17392219069635,2845.074545476491,16.924144833635946,1995,67.3056794757966
6,293.78091708543,268.609696290186,2744.8658883841026,11.050114101373973,2019,64.22433594271553
6,496.4710657225938,231.2643750680735,2060.3554449562075,16.632270942501826,2004,63.261240304539086
4,492.9507143945732,112.38809805378001,4512.781958462187,10.32059181292658,1979,58.52743698488803
6,346.71031777947604,272.1065355469642,2850.6137529828416,16.666012204072707,1997,62.91487256010926
4,266.005612564474,193.31066621200145,4936.720628297889,11.52405566290601,2000,65.6609071306208
4,286.2792070365581,201.59486964350845,4648.97782163221,11.343581264584834,1984,64.4235831131068
6,366.641207819482,92.24534230554458,2181.837448494739,17.73792724974328,2024,75.45221978403791
6,122.66130857886017,264.4433989922785,3267.9276031827844,17.764311640280795,2009,69.19765154442328
6,217.90787100050164,282.74127875413603,3606.314484282935,16.296828434304278,2022,66.73702437339713
6,111.61434122151363,243.74766237372702,4366.361760302674,19.08690356908924,1977,67.45912065556475
5,110.81151899710622,285.1881131612515,4599.749623779882,9.874324320140808,2015,61.90775900403182
4,162.25248159557816,125.57497603058647,3684.0630740442148,11.231855842557248,1979,69.9961373936415
4,283.8063669291553,265.2797920906928,1622.9697109977537,11.52816903944122,2014,69.94421691670938
4,409.6052148883715,172.22328571593562,3184.4675733134527,11.663436048812144,1979,62.766411996865884
4,283.90827428966645,90.97930073589623,4596.812376652163,11.936383806611644,2007,67.90906553136988
8,220.9001764355653,217.20014975835028,3999.31360890491,16.364110125432042,1987,64.592709858488
4,114.58825594143842,221.0300676764697,4545.496794933102,11.249097719904068,2017,64.69031393120379
6,311.1241197369144,121.73112843917254,3859.2792640294756,11.431065858205777,1997,66.43195471419449
6,193.93280632293425,56.873332906892514,1654.1225343524043,14.844975002191417,1997,72.1481235665294
6,338.2723547252019,99.96181477139083,4888.023296723137,10.320306260771385,2019,56.89773772649276
5,490.4188504356157,149.94438691847168,4713.064891993876,12.378650078565471,1989,62.7445648948765
5,126.75201502057106,91.89072776496712,1943.0283896941814,8.69528466339327,1993,73.4465657007885
4,169.09266746321475,98.50748705990105,1894.419083953121,19.430565296756086,1975,73.5016969054737
4,278.69970600173735,147.84766609556738,3386.7747516695704,11.807692125178836,2010,65.0281809327822
6,486.8178024452904,290.44665357714007,4149.6779209490915,18.20050560297303,2017,64.82534942175572
4,404.16010603339816,241.0608788519121,2837.606241783888,14.35934712883998,2001,65.20364037133133
3,457.25626112838864,129.937100306641,1977.3375724013472,10.738545887452426,1975,70.1922443653506
6,220.16023635983302,287.9010172296371,3286.946345734741,10.321130888034785,1980,58.399714421428335
4,496.6561589870097,211.41169806468318,2681.481476766404,16.33952893859617,1999,69.62533370555273
8,123.18978274694611,163.86241116003504,2731.2018444296364,19.578425691603705,1972,70.89465915217798
8,102.24862053936235,167.0750497387868,3757.4493789413377,10.196836646350071,1977,63.79090629131639
8,439.3531033626918,152.68611695884795,4599.628347303264,9.385054600360943,2002,53.260661587786416
4,469.4512454869342,108.24801313648493,3455.071057994755,12.645192144919164,2023,66.52192602936535
3,118.04585016936274,146.65804805342643,3906.6087879037245,12.72572656334331,2016,73.84214413575135
8,127.63951923325342,181.97409601084814,3809.814470324345,17.67503568430343,2016,64.25177967559208
4,93.933146257425,182.00683768255524,3429.011673949255,13.626671533795466,1988,69.14728605342724
8,123.89317630994412,240.4342255531295,2587.6535095409554,8.749534260227703,1979,63.19280653367601
8,167.95632305611798,139.69946428933815,2822.2796471858355,19.048012300492395,1988,66.61262267961492
6,487.4321799422004,229.1995073259881,2604.9632947164564,12.478254722606945,1978,63.9557251382511
4,360.50129334066577,194.52295969217116,4711.243337687192,16.022380765930436,1976,66.43818861874621
4,406.9922707177877,290.4613511317086,4393.165346786551,16.009859258661983,1983,63.01750290916793
6,405.9785495504393,146.32123150849566,3527.7158049792724,8.676104942871461,1971,61.19011266522492
4,304.73097490727014,275.3041160651976,4692.852148409702,8.043255909887483,1991,59.16649923363442
4,414.9453706394672,255.16063682457235,4602.430426017923,9.056444340130124,2014,61.99587010271493
5,330.23916360378723,209.41607114736422,4746.930399131423,19.478373595581527,1989,64.30736418234204
8,212.1093609934102,213.6286166855293,2276.2085017943655,17.52791538852335,1995,66.96900714467452
6,315.66624568272834,71.16248365160267,4011.260632173631,9.58414732070492,2024,64.42874342196038
5,304.0736061764957,287.5561513983581,3632.285749732256,15.378438378785834,1973,66.35992885989322
4,425.8502825789147,76.73401587393599,4068.4072324211247,15.343685006111503,2008,70.44039228911255
6,492.32543130029677,190.80832718587678,2421.827773714005,8.006709126835096,2023,60.38612577236211
8,252.63787747679083,132.51770011228862,3931.831750034042,13.148771221894368,2009,66.58241550404776
4,400.62408494537107,157.46299457246295,2934.3998033903545,16.541305647221336,1992,67.03407611941053
5,121.9004616960161,202.54575270920427,4419.321287072051,10.24151416540846,1985,68.24229677045807
6,406.2691751682812,277.2128444705804,4283.780038066206,18.210845983936437,1994,65.39822558198654
6,235.9951030371575,164.39178089307535,2239.7516380062098,15.923658729191976,2021,75.33805890138768
6,96.5438684136684,296.9323888266103,2143.4934674115607,8.08309156477463,1978,65.0823419213201
6,232.56339499611443,198.20301633787494,4012.061024497031,18.2589701613363,2022,67.79428715038222
4,336.4699553870908,90.13848566054362,3426.662131548562,8.23280035425923,1980,64.69306274205215
4,130.08507042621596,97.50232370781308,3450.220687387171,18.655145649918268,1994,74.8662166824715
6,468.09448682070695,229.02775889731276,4133.803632107742,12.004626290838406,2000,57.7314590829049
6,112.6224135745922,62.59944856084544,4492.397775576264,16.38380306266374,2015,65.89499415424777
6,470.6028223299298,170.08539405555672,2336.3736521305086,17.44917162454088,1996,65.85903434123165
8,376.9977575329883,87.05477745087916,3444.3884137669256,11.375225839487285,2005,62.82350769030341
5,218.47911367396551,158.30465879446126,4401.34148322227,12.277242000883716,2020,67.88397952159919
5,244.11514603781916,237.4793555179299,4554.77959918251,14.114500919867991,2016,66.04178170083148
6,391.13993318775255,164.70323206035854,2505.932859184808,14.992298381574901,1983,66.05596110875962
6,332.6178623701071,90.86277724523174,1864.5384980912938,11.504502872926068,1992,70.32850039737383
6,362.090027011077,112.9813425891606,2314.8813885722298,19.90874442614319,1985,68.40136409239781
6,243.4491389356616,141.8848971630456,4809.248299050845,16.844056078667265,1989,64.18189706453357
6,284.8816623591916,67.39029587160368,3118.67899352325,11.289824117840347,2022,72.52860815311944
4,495.7443432959152,196.08440902028048,2965.008266946087,15.685186295212167,1972,58.58018630125206
4,169.84760560988144,201.88344781951255,1545.7952205697356,13.224454413711378,1975,73.43247641319392
4,255.4995983392952,65.53798178314186,1678.551390224729,18.323946698540777,1998,77.22414692379911
5,202.56573878106627,150.5778302935405,3840.435753161533,11.947400849321841,1973,65.65810629292875
3,401.34683438473695,153.50017072118123,3564.3947405374875,10.254247857838925,1970,66.31334879576607
4,400.8853027796027,133.45489213815029,3514.349044733913,8.553635105420444,2019,66.85559724690636
5,202.82709361890628,189.43493508277797,1886.1300660856505,19.81171078241337,1977,69.61111736574692
4,114.18393298585282,136.48937251502795,2732.214093478737,12.310660083365597,2017,70.89695602456229
5,84.8017242023257,154.1023198694515,4343.253485240518,10.646221620827037,1989,65.63981848285779
3,259.5292239618439,249.3808868604014,2112.1892837082305,13.901221681129922,1985,65.67559990607226
3,252.34178962102376,90.52733885755036,4589.405378438527,11.499671864538586,2016,69.07595121685388
6,495.12374902874245,204.77867382585524,1925.174051221161,10.794800411881205,2000,64.48468314966162
4,277.3168717930254,176.3986004227114,2092.0226554339583,15.396614002390718,2001,73.8264056927292
4,187.69571522167666,126.26790936983727,3172.12486403805,8.898180888963426,2003,68.90441116314724
5,454.3163652332163,231.88366412260268,4808.549665569881,14.10791539559772,1998,59.347009238124066
6,286.24853885450295,187.797089885287,2653.4168735089825,12.64917561613624,1981,65.79677708869956
4,331.6537667884427,169.34038174017383,3803.762977453171,14.390351584971786,1973,65.67933185576258
6,120.18085837984933,216.91732869280003,3560.3493959617667,11.845287477666744,2024,68.94311800268348
4,240.8248910785051,250.5725769953402,2023.6792277519512,14.843851051097733,2012,70.86471530797336
4,476.57394327899044,293.16719750839405,2368.5841548795715,8.981822532495013,2003,64.34441749271436
5,327.5922613536787,207.33759209409337,4755.534704253378,12.513907473312342,1975,60.86351345715439
5,224.6907791598339,268.60999635009574,2146.903682785848,10.849983298953626,2018,70.29845637841979
6,342.7802158652691,50.27288525573923,3932.5346141428963,13.257076559061765,2020,67.55790401402761
6,462.3726576228088,182.5589231814728,4876.430689101066,12.780033283277499,1978,57.52989814866149
8,195.07605219848782,103.66188719254953,1918.2709727079732,15.574203940600297,1974,67.76856531856131
5,292.1490217576833,73.5481142707843,2897.1369656556008,15.545092737914482,2015,72.90858775688989
